"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","55cc2517f60340eee60594250b6b252e66b89844"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.9999999999999999, 1.0, 0.9999999999999973)"
"diagnostics","Image-original","Size","(256, 256, 176)"
"diagnostics","Image-original","Mean","31.00973016565496"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","676.0"
"diagnostics","Mask-original","Hash","c8ea8c1dd428a624c6bdb28cb885057b23cc369f"
"diagnostics","Mask-original","Spacing","(0.9999999999999999, 1.0, 0.9999999999999972)"
"diagnostics","Mask-original","Size","(256, 256, 176)"
"diagnostics","Mask-original","BoundingBox","(151, 104, 116, 41, 45, 1)"
"diagnostics","Mask-original","VoxelNum","1459"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(170.3118574366004, 125.70116518163125, 116.0)"
"diagnostics","Mask-original","CenterOfMass","(41.80451641568365, -27.007292831745502, 38.086315479121794)"
"original","firstorder","10Percentile","117.0"
"original","firstorder","90Percentile","229.0"
"original","firstorder","Energy","52304531.0"
"original","firstorder","Entropy","2.6806049086678385"
"original","firstorder","InterquartileRange","50.0"
"original","firstorder","Kurtosis","4.8631878550113035"
"original","firstorder","Maximum","279.0"
"original","firstorder","MeanAbsoluteDeviation","34.53107722575623"
"original","firstorder","Mean","183.80603152844415"
"original","firstorder","Median","195.0"
"original","firstorder","Minimum","0.0"
"original","firstorder","Range","279.0"
"original","firstorder","RobustMeanAbsoluteDeviation","22.70245194337789"
"original","firstorder","RootMeanSquared","189.33984191607965"
"original","firstorder","Skewness","-1.2889433698244372"
"original","firstorder","TotalEnergy","52304530.99999986"
"original","firstorder","Uniformity","0.1981579203271885"
"original","firstorder","Variance","2064.9185105706306"
"original","glcm","Autocorrelation","65.48993240011485"
"original","glcm","ClusterProminence","542.1070955587138"
"original","glcm","ClusterShade","-42.74357098132112"
"original","glcm","ClusterTendency","11.02035051912888"
"original","glcm","Contrast","1.3741000484276147"
"original","glcm","Correlation","0.7759262651776994"
"original","glcm","DifferenceAverage","0.7416840324493013"
"original","glcm","DifferenceEntropy","1.5778413969552085"
"original","glcm","DifferenceVariance","0.8134322531011745"
"original","glcm","Id","0.7009465342314796"
"original","glcm","Idm","0.6840781696457263"
"original","glcm","Idmn","0.9910895251134463"
"original","glcm","Idn","0.9460319615465964"
"original","glcm","Imc1","-0.27811740367464344"
"original","glcm","Imc2","0.8709377789696396"
"original","glcm","InverseVariance","0.4482355402563529"
"original","glcm","JointAverage","7.94215711028434"
"original","glcm","JointEnergy","0.07244290491160899"
"original","glcm","JointEntropy","4.536081635130422"
"original","glcm","MCC","0.81462885361901"
"original","glcm","MaximumProbability","0.17410973562451246"
"original","glcm","SumAverage","15.88431422056868"
"original","glcm","SumEntropy","3.5151944098309738"
"original","glcm","SumSquares","3.0986126418891238"
"original","gldm","DependenceEntropy","5.442565086755682"
"original","gldm","DependenceNonUniformity","199.13982179575052"
"original","gldm","DependenceNonUniformityNormalized","0.13649062494568232"
"original","gldm","DependenceVariance","3.9208101166872824"
"original","gldm","GrayLevelNonUniformity","289.11240575736804"
"original","gldm","GrayLevelVariance","3.3913611292626746"
"original","gldm","HighGrayLevelEmphasis","65.3139136394791"
"original","gldm","LargeDependenceEmphasis","24.044551062371486"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","1698.8574366004113"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.4670408337059946"
"original","gldm","LowGrayLevelEmphasis","0.030317918477379528"
"original","gldm","SmallDependenceEmphasis","0.13475039118279758"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","7.757485122339496"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.006613632066670664"
"original","glrlm","GrayLevelNonUniformity","140.67260502190263"
"original","glrlm","GrayLevelNonUniformityNormalized","0.17099398922478898"
"original","glrlm","GrayLevelVariance","3.9329784988642884"
"original","glrlm","HighGrayLevelRunEmphasis","62.08750791269659"
"original","glrlm","LongRunEmphasis","5.106429475845898"
"original","glrlm","LongRunHighGrayLevelEmphasis","357.4450667012713"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.11541298851284428"
"original","glrlm","LowGrayLevelRunEmphasis","0.03720751734963565"
"original","glrlm","RunEntropy","4.4693187647914385"
"original","glrlm","RunLengthNonUniformity","350.13415074105296"
"original","glrlm","RunLengthNonUniformityNormalized","0.42282039620811457"
"original","glrlm","RunPercentage","0.564256339958876"
"original","glrlm","RunVariance","1.9231984801034465"
"original","glrlm","ShortRunEmphasis","0.6692689023436315"
"original","glrlm","ShortRunHighGrayLevelEmphasis","39.849535738478465"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.029222671837619094"
"original","glszm","GrayLevelNonUniformity","26.583756345177665"
"original","glszm","GrayLevelNonUniformityNormalized","0.1349429256100389"
"original","glszm","GrayLevelVariance","5.453580355072277"
"original","glszm","HighGrayLevelZoneEmphasis","53.18274111675127"
"original","glszm","LargeAreaEmphasis","1158.4314720812183"
"original","glszm","LargeAreaHighGrayLevelEmphasis","88933.538071066"
"original","glszm","LargeAreaLowGrayLevelEmphasis","16.24951930662492"
"original","glszm","LowGrayLevelZoneEmphasis","0.06178122850331247"
"original","glszm","SizeZoneNonUniformity","52.370558375634516"
"original","glszm","SizeZoneNonUniformityNormalized","0.2658403978458605"
"original","glszm","SmallAreaEmphasis","0.526760638613211"
"original","glszm","SmallAreaHighGrayLevelEmphasis","29.25384347181114"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.02871564282880299"
"original","glszm","ZoneEntropy","5.418013576474853"
"original","glszm","ZonePercentage","0.13502398903358465"
"original","glszm","ZoneVariance","1103.5812826921588"
"original","ngtdm","Busyness","1.1051688124473666"
"original","ngtdm","Coarseness","0.007282196684529152"
"original","ngtdm","Complexity","34.46647482762427"
"original","ngtdm","Contrast","0.02799820783994463"
"original","ngtdm","Strength","0.518728876664734"
